id,observed_on_string,observed_on,time_observed_at,time_zone,created_at,updated_at,quality_grade,tag_list,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
149754029,2023-02-26 11:36:42-08:00,2023-02-26,2023-02-26 19:36:42 UTC,Pacific Time (US & Canada),2023-02-26 19:39:02 UTC,2023-02-26 19:39:33 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6391045303,-121.1957523922,8,,,,8,,,false,,,"",Coriolopsis,,Fungi,335138
149754059,2023-02-26 11:37:33-08:00,2023-02-26,2023-02-26 19:37:33 UTC,Pacific Time (US & Canada),2023-02-26 19:39:30 UTC,2023-02-26 22:24:06 UTC,needs_id,"",0,0,false,3,"California, US",35.6960021444,-121.1998278572,5,,,,28649,obscured,,true,,,"",Polyporales,shelf fungi,Fungi,47380
149754324,2023-02-26 11:37:25-08:00,2023-02-26,2023-02-26 19:37:25 UTC,Pacific Time (US & Canada),2023-02-26 19:42:06 UTC,2023-02-26 21:57:31 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6391334607,-121.1957247199,8,,,,8,,,false,,,"",Trichaptum abietinum,Purplepore Bracket,Fungi,118115
149754702,2023-02-26 11:38:52-08:00,2023-02-26,2023-02-26 19:38:52 UTC,Pacific Time (US & Canada),2023-02-26 19:45:57 UTC,2023-03-01 03:57:52 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6391088366,-121.195710038,8,,,,8,,,false,,,Black Witches' Butter,Exidia glandulosa,Black Witches' Butter,Fungi,55568
149755119,2023-02-26 11:37:57-08:00,2023-02-26,2023-02-26 19:37:57 UTC,Pacific Time (US & Canada),2023-02-26 19:50:09 UTC,2023-03-01 03:58:22 UTC,needs_id,"",2,0,false,3,"California, US",35.760261249,-121.0659634713,5,,,,28649,obscured,,true,,,Agaricomycetes,Agaricomycetes,,Fungi,50814
149755278,2023-02-26 11:39:08-08:00,2023-02-26,2023-02-26 19:39:08 UTC,Pacific Time (US & Canada),2023-02-26 19:51:14 UTC,2023-03-31 02:32:44 UTC,research,"",2,0,false,3,"California, US",35.6048259924,-121.1905503069,4,,,,28649,obscured,,true,,,Veiled Polypore,Cryptoporus volvatus,Veiled Polypore,Fungi,118051
149755359,2023-02-26 11:39:44-08:00,2023-02-26,2023-02-26 19:39:44 UTC,Pacific Time (US & Canada),2023-02-26 19:52:08 UTC,2023-03-01 03:57:18 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6390779704,-121.1957566837,8,,,,8,,,false,,,Veiled Polypore,Cryptoporus volvatus,Veiled Polypore,Fungi,118051
149755533,2023-02-26 11:40:09-08:00,2023-02-26,2023-02-26 19:40:09 UTC,Pacific Time (US & Canada),2023-02-26 19:53:23 UTC,2023-03-01 03:56:20 UTC,needs_id,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6390882589,-121.1956715917,90,,,,90,,,false,,,Pholiota spumosa,Pholiota spumosa,,Fungi,351827
149755535,2023-02-26 11:39:56-08:00,2023-02-26,2023-02-26 19:39:56 UTC,Pacific Time (US & Canada),2023-02-26 19:53:25 UTC,2023-03-01 03:55:55 UTC,needs_id,"",2,0,false,3,"California, US",35.7329088212,-121.0717417711,4,,,,28649,obscured,,true,,,Agaricineae,Agaricineae,,Fungi,785517
149755723,2023-02-26 11:49:35-08:00,2023-02-26,2023-02-26 19:49:35 UTC,Pacific Time (US & Canada),2023-02-26 19:54:44 UTC,2023-03-01 03:52:26 UTC,needs_id,"",1,0,false,3,"California, US",35.716339986,-121.1052406485,7,,,,28649,obscured,,true,,,Mulch Maids,Leratiomyces percevalii,Mulch Maids,Fungi,129323
149755969,2023-02-26 11:48:50-08:00,2023-02-26,2023-02-26 19:48:50 UTC,Pacific Time (US & Canada),2023-02-26 19:56:28 UTC,2023-03-28 08:13:52 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.637547161,-121.1954784728,9,,,,9,,,false,,,"",Fungi,Fungi Including Lichens,Fungi,47170
149757513,2023-02-26 11:51:21-08:00,2023-02-26,2023-02-26 19:51:21 UTC,Pacific Time (US & Canada),2023-02-26 20:12:09 UTC,2023-03-01 03:52:05 UTC,needs_id,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6373674232,-121.1957041025,9,,,,9,,,false,,,gumtree deceiver,Laccaria fraterna,gumtree deceiver,Fungi,382843
149757716,2023-02-26 11:52:15-08:00,2023-02-26,2023-02-26 19:52:15 UTC,Pacific Time (US & Canada),2023-02-26 20:14:03 UTC,2023-02-26 22:56:08 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.637369329,-121.1956527414,195,,,,195,,,false,,,"",Gymnopilus,rustgills and gyms,Fungi,83198
149757978,2023-02-26 11:55:44-08:00,2023-02-26,2023-02-26 19:55:44 UTC,Pacific Time (US & Canada),2023-02-26 20:16:50 UTC,2023-03-01 03:50:29 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.6373314414,-121.1957563767,9,,,,9,,,false,,,rustgills and gyms,Gymnopilus,rustgills and gyms,Fungi,83198
149758110,2023-02-26 11:56:37-08:00,2023-02-26,2023-02-26 19:56:37 UTC,Pacific Time (US & Canada),2023-02-26 20:18:04 UTC,2023-03-01 03:44:44 UTC,research,"",2,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6372701066,-121.1961178229,14,,,,14,,,false,,,Black Witches' Butter,Exidia glandulosa,Black Witches' Butter,Fungi,55568
149758226,2023-02-26 12:00:03-08:00,2023-02-26,2023-02-26 20:00:03 UTC,Pacific Time (US & Canada),2023-02-26 20:19:01 UTC,2023-03-01 03:42:46 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6370291751,-121.1967627914,8,,,,8,,,false,,,Blewit,Lepista nuda,Blewit,Fungi,351380
149768037,2023-02-26 11:41:38-08:00,2023-02-26,2023-02-26 19:41:38 UTC,Pacific Time (US & Canada),2023-02-26 21:57:41 UTC,2023-03-01 03:54:05 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6390548833,-121.1953975627,97,,,,97,,,false,,,Purplepore Bracket,Trichaptum abietinum,Purplepore Bracket,Fungi,118115
149768058,2023-02-26 11:46:16-08:00,2023-02-26,2023-02-26 19:46:16 UTC,Pacific Time (US & Canada),2023-02-26 21:57:53 UTC,2023-03-01 03:53:45 UTC,needs_id,"",2,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6374077496,-121.1955185742,449,,,,449,,,false,,,Agaricineae,Agaricineae,,Fungi,785517
149772089,2023-02-26 11:51:31-08:00,2023-02-26,2023-02-26 19:51:31 UTC,Pacific Time (US & Canada),2023-02-26 22:40:37 UTC,2023-03-01 03:51:33 UTC,needs_id,"",1,0,false,3,"California, US",35.7845784484,-121.0102344101,8,,,,28649,obscured,,true,,,rustgills and gyms,Gymnopilus,rustgills and gyms,Fungi,83198
149772160,2023-02-26 11:52:56-08:00,2023-02-26,2023-02-26 19:52:56 UTC,Pacific Time (US & Canada),2023-02-26 22:41:38 UTC,2023-03-01 03:51:15 UTC,needs_id,"",1,0,false,3,"California, US",35.6799590118,-121.1722485786,13,,,,28649,obscured,,true,,,rustgills and gyms,Gymnopilus,rustgills and gyms,Fungi,83198
149772196,2023-02-26 12:01:16-08:00,2023-02-26,2023-02-26 20:01:16 UTC,Pacific Time (US & Canada),2023-02-26 22:42:01 UTC,2023-03-01 03:42:34 UTC,needs_id,"",1,0,false,3,"California, US",35.711530475,-121.1445266024,9,,,,28649,obscured,,true,,,Blewits,Lepista,Blewits,Fungi,55591
149772617,2023-02-26 12:02:20-08:00,2023-02-26,2023-02-26 20:02:20 UTC,Pacific Time (US & Canada),2023-02-26 22:47:13 UTC,2023-03-30 12:10:08 UTC,needs_id,"",3,0,false,3,"California, US",35.6009910075,-121.1127355843,5,,,,28649,obscured,,true,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
149773425,2023-02-26 11:53:58-08:00,2023-02-26,2023-02-26 19:53:58 UTC,Pacific Time (US & Canada),2023-02-26 22:56:09 UTC,2023-02-26 22:56:16 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.6373145383,-121.1956749452,9,,,,9,,,false,,,"",Tremella mesenterica,witch's butter,Fungi,48529
149773434,2023-02-26 11:54:35-08:00,2023-02-26,2023-02-26 19:54:35 UTC,Pacific Time (US & Canada),2023-02-26 22:56:17 UTC,2023-02-26 22:56:29 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6372694526,-121.1956615948,300,,,,300,,,false,,,"",Basidiomycota,Basidiomycete Fungi,Fungi,47169
149773493,2023-02-26 12:01:45-08:00,2023-02-26,2023-02-26 20:01:45 UTC,Pacific Time (US & Canada),2023-02-26 22:56:45 UTC,2023-03-01 03:42:05 UTC,needs_id,"",2,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6365373822,-121.196703603,169,,,,169,,,false,,,field mushrooms and allies,Agaricaceae,field mushrooms and allies,Fungi,47394
149773515,2023-02-26 12:11:01-08:00,2023-02-26,2023-02-26 20:11:01 UTC,Pacific Time (US & Canada),2023-02-26 22:57:01 UTC,2023-02-26 22:57:15 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6364351077,-121.196707216,8,,,,8,,,false,,,"",Basidiomycota,Basidiomycete Fungi,Fungi,47169
149773542,2023-02-26 12:14:05-08:00,2023-02-26,2023-02-26 20:14:05 UTC,Pacific Time (US & Canada),2023-02-26 22:57:17 UTC,2023-03-01 03:40:49 UTC,needs_id,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6365746441,-121.1964875741,10,,,,10,,,false,,,Agaricus,Agaricus,,Fungi,844123
149773563,2023-02-26 12:15:50-08:00,2023-02-26,2023-02-26 20:15:50 UTC,Pacific Time (US & Canada),2023-02-26 22:57:33 UTC,2023-04-30 23:57:41 UTC,needs_id,"",2,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6366909489,-121.1968967415,9,,,,9,,,false,,,Chlorophyllum,Chlorophyllum,,Fungi,56536
149773590,2023-02-26 12:33:20-08:00,2023-02-26,2023-02-26 20:33:20 UTC,Pacific Time (US & Canada),2023-02-26 22:57:48 UTC,2023-03-01 03:39:31 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6384029407,-121.1988733376,9,,,,9,,,false,,,Blewit,Lepista nuda,Blewit,Fungi,351380
149785730,2023-02-25 16:05:20-08:00,2023-02-25,2023-02-26 00:05:20 UTC,Pacific Time (US & Canada),2023-02-27 01:26:14 UTC,2023-02-27 01:26:25 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2222153441,-120.6154291882,30,,,,28706,obscured,open,true,,,"",Amanita ocreata,Western Destroying Angel,Fungi,67356
149785749,2023-02-25 15:59:32-08:00,2023-02-25,2023-02-25 23:59:32 UTC,Pacific Time (US & Canada),2023-02-27 01:26:39 UTC,2023-02-27 01:26:44 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2408553166,-120.6489850934,200,,,,28706,obscured,,true,,,"",Naematelia,,Fungi,1109228
149785779,2023-02-25 15:11:16-08:00,2023-02-25,2023-02-25 23:11:16 UTC,Pacific Time (US & Canada),2023-02-27 01:27:15 UTC,2023-02-27 22:39:32 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2908621443,-120.7759606771,84,,,,28706,obscured,,true,,,club-like tuning fork,Calocera cornea,club-like tuning fork,Fungi,118027
149785797,2023-02-25 14:18:48-08:00,2023-02-25,2023-02-25 22:18:48 UTC,Pacific Time (US & Canada),2023-02-27 01:27:37 UTC,2023-02-27 01:27:44 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2174387352,-120.6134603543,10,,,,28706,obscured,,true,,,"",Mycena leptocephala,Nitrous Bonnet,Fungi,63470
149785992,2023-02-25 15:26:23-08:00,2023-02-25,2023-02-25 23:26:23 UTC,Pacific Time (US & Canada),2023-02-27 01:30:16 UTC,2023-04-06 04:49:36 UTC,research,"",2,0,false,3,"Ferrini Ranch Open Space, San Luis Obispo, CA, US",35.3068616667,-120.6930916667,567,,,,567,,,false,,,turkey-tail,Trametes versicolor,turkey-tail,Fungi,54134
149786030,2023-02-25 15:18:54-08:00,2023-02-25,2023-02-25 23:18:54 UTC,Pacific Time (US & Canada),2023-02-27 01:30:48 UTC,2023-02-27 01:30:53 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.3489138401,-120.6671281325,840,,,,28706,obscured,,true,,,"",Exidia glandulosa,Black Witches' Butter,Fungi,55568
149852681,2023-02-27 13:18:05-08:00,2023-02-27,2023-02-27 21:18:05 UTC,Pacific Time (US & Canada),2023-02-27 21:18:20 UTC,2023-02-27 21:18:36 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2845517661,-120.8157520971,26,,,,28706,obscured,,true,,,"",Reticularia,,Protozoa,126272
149854202,2023-02-27 13:37:46-08:00,2023-02-27,2023-02-27 21:37:46 UTC,Pacific Time (US & Canada),2023-02-27 21:38:41 UTC,2023-03-01 03:38:57 UTC,research,"",2,0,false,3,"San Luis Obispo County, US-CA, US",35.2122163723,-120.9489712706,5,,,,28706,obscured,,true,,,Stinking Orange Oyster,Phyllotopsis nidulans,Stinking Orange Oyster,Fungi,52529
149854960,2023-02-27 13:45:00-08:00,2023-02-27,2023-02-27 21:45:00 UTC,Pacific Time (US & Canada),2023-02-27 21:48:46 UTC,2023-04-06 04:48:48 UTC,research,"",3,0,false,3,"San Luis Obispo County, US-CA, US",35.2767263204,-120.8585066126,5,,,,28706,obscured,,true,,,Gilled Polypore,Trametes betulina,Gilled Polypore,Fungi,786918
149855532,2023-02-27 13:48:56-08:00,2023-02-27,2023-02-27 21:48:56 UTC,Pacific Time (US & Canada),2023-02-27 21:56:18 UTC,2023-03-01 03:38:42 UTC,research,"",2,0,false,3,"San Luis Obispo County, US-CA, US",35.3417069753,-120.9664106368,5,,,,28706,obscured,,true,,,springtime amanita,Amanita velosa,springtime amanita,Fungi,51314
149855562,2023-02-27 13:52:47-08:00,2023-02-27,2023-02-27 21:52:47 UTC,Pacific Time (US & Canada),2023-02-27 21:56:40 UTC,2023-02-27 21:57:02 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.317342589,-120.971050873,5,,,,28706,obscured,,true,,,"",Laccaria laccata,deceiver,Fungi,63236
149855763,2023-02-27 13:56:56-08:00,2023-02-27,2023-02-27 21:56:56 UTC,Pacific Time (US & Canada),2023-02-27 21:58:59 UTC,2023-03-01 03:38:06 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2857281733,-120.9983189385,5,,,,28706,obscured,,true,,,springtime amanita,Amanita velosa,springtime amanita,Fungi,51314
149856137,2023-02-27 13:58:36-08:00,2023-02-27,2023-02-27 21:58:36 UTC,Pacific Time (US & Canada),2023-02-27 22:03:20 UTC,2023-03-01 03:37:17 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.233241639,-120.9264069517,5,,,,28706,obscured,open,true,,,Western Destroying Angel,Amanita ocreata,Western Destroying Angel,Fungi,67356
149856184,2023-02-27 14:00:32-08:00,2023-02-27,2023-02-27 22:00:32 UTC,Pacific Time (US & Canada),2023-02-27 22:03:58 UTC,2023-02-27 22:04:25 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.3522996868,-120.8197381513,5,,,,28706,obscured,,true,,,"",Tricholoma dryophilum,Oak-loving Trich,Fungi,67345
149856586,2023-02-27 14:03:26-08:00,2023-02-27,2023-02-27 22:03:26 UTC,Pacific Time (US & Canada),2023-02-27 22:09:16 UTC,2023-03-01 03:36:43 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3921874978,-120.9945402736,5,,,,28706,obscured,,true,,,Cortinarius ohlone,Cortinarius ohlone,,Fungi,483886
149856623,2023-02-27 14:07:49-08:00,2023-02-27,2023-02-27 22:07:49 UTC,Pacific Time (US & Canada),2023-02-27 22:10:00 UTC,2023-03-01 03:35:21 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2461657951,-120.9597667918,5,,,,28706,obscured,,true,,,Bleachy Entoloma,Entoloma ferruginans,Bleachy Entoloma,Fungi,208114
149856810,2023-02-27 14:09:05-08:00,2023-02-27,2023-02-27 22:09:05 UTC,Pacific Time (US & Canada),2023-02-27 22:13:05 UTC,2023-03-29 06:54:23 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2801324319,-120.8622983533,1492,,,,28706,obscured,,true,,,"",Fungi,Fungi Including Lichens,Fungi,47170
149857773,2023-02-27 14:11:47-08:00,2023-02-27,2023-02-27 22:11:47 UTC,Pacific Time (US & Canada),2023-02-27 22:25:20 UTC,2023-03-30 12:47:38 UTC,research,"",3,1,false,3,"San Luis Obispo County, US-CA, US",35.351826814,-120.9959902383,5,,,,28706,obscured,,true,,,golden ear,Naematelia aurantia,golden ear,Fungi,1109245
149859425,2023-02-27 14:25:26-08:00,2023-02-27,2023-02-27 22:25:26 UTC,Pacific Time (US & Canada),2023-02-27 22:48:58 UTC,2023-03-01 03:30:44 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3102298782,-120.9812200541,6,,,,28706,obscured,,true,,,Oyster Mushroom,Pleurotus ostreatus,Oyster Mushroom,Fungi,48494
149859879,2023-02-27 14:49:06-08:00,2023-02-27,2023-02-27 22:49:06 UTC,Pacific Time (US & Canada),2023-02-27 22:54:43 UTC,2023-03-01 03:30:27 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3205239849,-120.971910654,5,,,,28706,obscured,,true,,,Mustard Yellow Polypore,Fuscoporia gilva,Mustard Yellow Polypore,Fungi,896124
149859895,2023-02-27 14:49:45-08:00,2023-02-27,2023-02-27 22:49:45 UTC,Pacific Time (US & Canada),2023-02-27 22:55:03 UTC,2023-03-01 03:27:22 UTC,research,"",2,0,false,3,"San Luis Obispo County, US-CA, US",35.3420236522,-120.9420326776,5,,,,28706,obscured,,true,,,Cramp Balls,Annulohypoxylon thouarsianum,Cramp Balls,Fungi,55516
149860332,2023-02-27 14:54:26-08:00,2023-02-27,2023-02-27 22:54:26 UTC,Pacific Time (US & Canada),2023-02-27 22:59:58 UTC,2023-02-27 23:41:21 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.3440560365,-120.9101805213,5,,,,28706,obscured,,true,,,"",Amanita protecta,Protected Ringless Amanita,Fungi,67385
149861648,2023-02-27 15:00:08-08:00,2023-02-27,2023-02-27 23:00:08 UTC,Pacific Time (US & Canada),2023-02-27 23:21:02 UTC,2023-03-01 03:25:48 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2676954309,-120.882580763,6,,,,28706,obscured,,true,,,Barometer Earthstars,Astraeus,Barometer Earthstars,Fungi,48774
149861855,2023-02-27 15:02:17-08:00,2023-02-27,2023-02-27 23:02:17 UTC,Pacific Time (US & Canada),2023-02-27 23:24:19 UTC,2023-03-01 03:25:33 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3247480125,-120.8936784734,6,,,,28706,obscured,,true,,,Oak-loving Elfin Saddle,Helvella dryophila,Oak-loving Elfin Saddle,Fungi,354699
149862921,2023-02-27 15:16:18-08:00,2023-02-27,2023-02-27 23:16:18 UTC,Pacific Time (US & Canada),2023-02-27 23:41:44 UTC,2023-03-01 03:25:20 UTC,needs_id,"",2,0,false,3,"San Luis Obispo County, US-CA, US",35.3749298493,-120.8399304043,5,,,,28706,obscured,,true,,,Cups,Peziza,Cups,Fungi,57372
149862942,2023-02-27 15:24:28-08:00,2023-02-27,2023-02-27 23:24:28 UTC,Pacific Time (US & Canada),2023-02-27 23:42:01 UTC,2023-03-01 03:18:37 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2985197404,-120.8430475795,5,,,,28706,obscured,,true,,,Vinegar Cup,Helvella acetabulum,Vinegar Cup,Fungi,57462
149862959,2023-02-27 15:30:32-08:00,2023-02-27,2023-02-27 23:30:32 UTC,Pacific Time (US & Canada),2023-02-27 23:42:17 UTC,2023-03-01 03:24:41 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3651122571,-120.8354750995,6,,,,28706,obscured,,true,,,bicoloured bracket,Gloeoporus dichrous,bicoloured bracket,Fungi,202418
149918530,2023-02-28 10:16:52-08:00,2023-02-28,2023-02-28 18:16:52 UTC,Pacific Time (US & Canada),2023-02-28 18:17:43 UTC,2023-03-01 03:11:08 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2227152864,-120.6644705598,8,,,,28706,obscured,,true,,,Coprinellus,Coprinellus,,Fungi,56315
149918755,2023-02-28 10:20:33-08:00,2023-02-28,2023-02-28 18:20:33 UTC,Pacific Time (US & Canada),2023-02-28 18:21:42 UTC,2023-03-01 15:54:16 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.3672629518,-120.6370576932,27,,,,28706,obscured,,true,,,Poison Pie,Hebeloma crustuliniforme,Poison Pie,Fungi,194307
149919803,2023-02-28 10:36:19-08:00,2023-02-28,2023-02-28 18:36:19 UTC,Pacific Time (US & Canada),2023-02-28 18:39:43 UTC,2023-02-28 18:40:01 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2402767362,-120.6711043871,9,,,,28706,obscured,,true,,,"",Caulorhiza umbonata,Redwood Rooter,Fungi,118361
149920099,2023-02-28 10:39:57-08:00,2023-02-28,2023-02-28 18:39:57 UTC,Pacific Time (US & Canada),2023-02-28 18:44:22 UTC,2023-03-01 15:54:22 UTC,research,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2554889317,-120.6541499618,8,,,,28706,obscured,,true,,,witch's butter,Tremella mesenterica,witch's butter,Fungi,48529
149932992,2023-02-26 11:53:06-08:00,2023-02-26,2023-02-26 19:53:06 UTC,Pacific Time (US & Canada),2023-02-28 21:46:41 UTC,2023-03-01 04:51:04 UTC,research,"",2,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6381036739,-121.195933841,22,,,,22,,,false,,,Mulch Maids,Leratiomyces percevalii,Mulch Maids,Fungi,129323
149933110,2023-02-26 11:59:15-08:00,2023-02-26,2023-02-26 19:59:15 UTC,Pacific Time (US & Canada),2023-02-28 21:48:25 UTC,2023-03-01 03:43:43 UTC,needs_id,"",0,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.637516338,-121.1957381071,40,,,,40,,,false,,,gumtree deceiver,Laccaria fraterna,gumtree deceiver,Fungi,382843
149933190,2023-02-26 13:24:06-08:00,2023-02-26,2023-02-26 21:24:06 UTC,Pacific Time (US & Canada),2023-02-28 21:49:59 UTC,2023-04-30 23:58:04 UTC,research,"",1,0,false,3,"Piedras Blancas Light Station, Ragged Point, CA, US",35.6403066361,-121.2006915142,61,,,,61,,,false,,,Shaggy Parasol,Chlorophyllum brunneum,Shaggy Parasol,Fungi,58693
149990110,2023-03-01 09:24:27-08:00,2023-03-01,2023-03-01 17:24:27 UTC,Pacific Time (US & Canada),2023-03-01 17:25:51 UTC,2023-03-02 02:59:05 UTC,research,"",1,0,false,3,"California Polytechnic State University, San Luis Obispo, CA, US",35.3005366667,-120.6567083333,15,,,,15,,,false,,,common stinkhorn,Phallus impudicus,common stinkhorn,Fungi,54594
149994068,2023-02-28 13:28:13,2023-02-28,2023-02-28 21:28:13 UTC,Pacific Time (US & Canada),2023-03-01 18:25:45 UTC,2023-03-01 18:26:12 UTC,needs_id,"",0,0,false,2,Cal Poly,35.3050045487,-120.6624941155,1836,,,,1836,,open,false,gps,gps,Spring Coccora,Amanita vernicoccora,Spring Coccora,Fungi,348813
149994155,2023-02-12 14:42:18,2023-02-12,2023-02-12 22:42:18 UTC,Pacific Time (US & Canada),2023-03-01 18:26:39 UTC,2023-04-08 19:02:42 UTC,research,"",1,0,false,2,Cambria,35.5641327994,-121.0807467252,4514,,,,4514,,,false,gps,gps,Amanita-mata-moscas,Amanita muscaria,Fly Agaric,Fungi,48715
149994212,2023-02-24 10:40:06,2023-02-24,2023-02-24 18:40:06 UTC,Pacific Time (US & Canada),2023-03-01 18:27:19 UTC,2023-03-01 18:27:24 UTC,needs_id,"",0,0,false,2,Cal Poly,35.3050045487,-120.6624941155,1836,,,,1836,,,false,gps,gps,Trametes versicolor,Trametes versicolor,,Fungi,1153556
150003152,2023-03-01 12:25:37,2023-03-01,2023-03-01 20:25:37 UTC,Pacific Time (US & Canada),2023-03-01 20:26:46 UTC,2023-03-01 20:31:06 UTC,needs_id,"",0,0,false,2,Cal Poly,35.3050045487,-120.6624941155,1836,,,,1836,,,false,gps,gps,common bird's nest fungus,Crucibulum laeve,common bird's nest fungus,Fungi,120030
150029542,2023-03-01 17:01:28-08:00,2023-03-01,2023-03-02 01:01:28 UTC,Pacific Time (US & Canada),2023-03-02 03:02:43 UTC,2023-03-06 20:42:46 UTC,needs_id,"",1,0,false,3,"San Luis Obispo County, US-CA, US",35.2731811497,-120.6384978008,7,,,,28706,obscured,,true,,,Oyster Mushrooms,Pleurotus,Oyster Mushrooms,Fungi,48496
150029641,2023-03-01 17:24:08-08:00,2023-03-01,2023-03-02 01:24:08 UTC,Pacific Time (US & Canada),2023-03-02 03:04:27 UTC,2023-03-03 00:15:31 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.3858814741,-120.6304555118,13,,,,28706,obscured,,true,,,"",Fungi,Fungi Including Lichens,Fungi,47170
150066315,2023-03-02 09:19:35-08:00,2023-03-02,2023-03-02 17:19:35 UTC,Pacific Time (US & Canada),2023-03-02 17:23:53 UTC,2023-03-10 07:00:53 UTC,research,"",2,0,false,3,"San Luis Obispo, CA, US",35.2852649081,-120.6798967624,5,,,,5,,open,false,,,lion's-mane mushroom,Hericium erinaceus,lion's-mane mushroom,Fungi,49158
150066481,2023-02-12 14:08:15,2023-02-12,2023-02-12 22:08:15 UTC,Pacific Time (US & Canada),2023-03-02 17:27:35 UTC,2023-03-03 07:06:48 UTC,needs_id,"",1,0,false,2,Cambria,35.5641327994,-121.0807467252,4514,,,,4514,,,false,gps,gps,Western Jumbo Gym,Gymnopilus ventricosus,Western Jumbo Gym,Fungi,348809
150093809,2023-03-02 10:35:28-08:00,2023-03-02,2023-03-02 18:35:28 UTC,Pacific Time (US & Canada),2023-03-03 00:15:46 UTC,2023-03-04 02:17:50 UTC,needs_id,"",0,0,false,3,"San Luis Obispo County, US-CA, US",35.2785538893,-120.6170172626,35,,,,28706,obscured,,true,,,"",Fungi,Fungi Including Lichens,Fungi,47170
150332721,2023-03-05 11:17:40,2023-03-05,2023-03-05 19:17:40 UTC,Pacific Time (US & Canada),2023-03-05 19:19:30 UTC,2023-03-05 19:21:15 UTC,needs_id,"",0,0,false,2,San Luis Obispo,35.2827462297,-120.65961577,4997,,,,4997,,,false,gps,gps,Saffron Crep,Crepidotus crocophyllus,Saffron Crep,Fungi,154733
